45.1844,208.28,9.81014,73.362,193.247,-62.5634,75.8076,170.32,-82.2886,60.4709,141.28,-80.0498,23.9362,121.783,-26.0557,0
35.7103,201.147,-15.0188,68.8816,243.072,-30.4961,101.879,225.08,-51.6725,113.964,203.781,-51.1387,127.84,161.261,-45.3829,0
39.7486,214.081,-37.5619,43.234,220.908,-25.576,32.2795,237.46,-63.8164,13.1716,227.946,-64.244,-8.31746,211.373,-52.5542,0
8.37898,183.593,-54.6276,8.32341,191.428,-42.5186,2.7042,201.028,-101.237,-6.82835,173.486,-104.527,-19.5076,146.873,-92.2405,0
47.3461,212.726,-6.21125,45.0267,201.933,5.18558,38.9055,195.982,-2.13221,37.1979,201.9,-16.2826,48.254,196.931,-29.1836,0
104.002,207.976,-57.3914,90.5402,205.951,-49.1159,88.9662,213.528,-67.7388,72.5567,205.67,-70.0926,62.1623,191.048,-71.1401,0
112.748,244.796,-39.919,68.2484,218.168,-29.3141,59.8612,211.855,-29.6041,54.2592,199.896,-29.0778,54.2573,191.665,-45.336,0
101.149,241.503,-36.7163,56.3111,212.711,-36.1737,47.4089,207.215,-38.7502,42.2959,195.363,-42.4647,41.2684,185.669,-52.6424,0
-0.584446,150.707,-45.3953,18.1342,134.256,-22.0956,27.3824,123.697,-14.7927,39.8057,123.614,-10.1599,49.6979,131.919,-11.6371,0
-38.14,154.526,-19.1852,-0.556938,132.126,-11.0137,8.08101,128.179,-15.938,22.7428,128.725,-14.8813,34.8832,137.834,-16.5876,0
92.9291,170.871,-71.1574,78.9588,140.552,-45.7985,82.7134,138.638,-33.2746,84.5424,140.459,-21.8165,91.1459,149.145,-12.4709,0
76.4684,244.801,2.12638,78.6846,205.397,16.2825,68.6785,201.066,21.1853,58.3771,193.726,19.6239,46.0939,194.109,14.3579,0
49.7579,278.735,10.1703,35.3189,232.106,31.4881,30.8085,221.688,28.3476,33.2064,210.783,20.6836,32.2965,206.872,7.75113,0
174.535,254.169,-12.6113,101.692,241.044,-22.5074,93.9171,232.445,-23.501,90.2542,219.827,-24.391,91.9579,209.627,-33.3687,0
100.048,161.522,-70.6581,72.088,150.031,-50.4202,69.7135,146.457,-41.3001,71.6205,143.817,-28.3941,80.1172,145.624,-17.4897,0
108.924,160.54,-78.1203,108.271,134.901,-45.205,138.937,223.567,-95.6579,147.746,223.477,-67.2132,143.264,219.106,-33.161,0
97.3275,199.943,-44.6749,117.751,198.794,-34.309,111.378,207.999,-34.368,99.5161,218.716,-30.2932,76.8789,199.129,-12.1123,0
73.326,197.618,-58.8039,47.9989,197.153,-55.0245,41.1575,197.531,-60.2186,29.5991,186.666,-62.7035,23.992,173.111,-66.2805,0
83.8684,210.318,-34.8558,67.5022,200.838,-28.7282,59.1959,200.242,-32.0742,48.9827,191.271,-37.445,41.6061,178.391,-44.2016,0
66.0738,224.87,-70.9464,117.951,248.741,-82.5923,70.013,201.723,-76.8144,65.612,180.19,-64.5851,74.1345,170.437,-57.8098,0
62.9179,223.363,-48.2455,90.5129,235.625,-69.1186,61.3549,219.911,-61.7204,37.5007,207.147,-57.9654,34.2735,190.971,-63.6002,0
52.2451,204.693,-87.4588,40.2478,215.047,-70.9792,30.0972,215.684,-69.3699,18.133,207.493,-65.9497,8.25709,195.88,-75.2884,0
139.316,191.986,-53.8963,121.439,189.339,-19.3591,127.095,195.322,-10.9117,119.545,205.726,-1.91658,115.704,219.822,0.527095,0
50.7811,294.103,-6.75852,76.7741,264.797,-8.12167,67.2051,259.378,-3.56995,55.2967,255.425,-4.00302,42.5173,258.145,-8.68639,0
78.7643,204.401,-27.9694,52.674,198.667,-13.7642,46.3628,200.765,-8.0534,32.4873,197.372,-10.3531,22.1131,199.572,-22.8495,0
91.3018,181.929,-67.8551,89.0774,177.393,-48.1327,83.7261,183.728,-40.4254,71.7509,186.817,-30.2984,56.0525,190.067,-27.2806,0
84.0876,200.384,-71.7154,80.571,178.384,-35.4278,76.0029,179.519,-26.3691,66.5089,175.868,-18.4809,53.0309,178.757,-16.9127,0
70.8384,169.662,-83.7607,61.0521,138.359,-50.0327,64.169,131.37,-44.5844,64.2278,130.523,-29.8629,73.0747,133.389,-18.5517,0
122.779,237.301,-22.8256,103.085,203.503,-9.08706,104.965,199.68,-0.652978,101.76,200.665,12.2704,105.159,207.342,26.6039,0
89.1407,264.016,-40.1064,78.094,296.313,-36.0823,63.0614,231.926,-39.9464,70.8241,224.226,-33.9285,78.7355,221.344,-24.4587,0
52.4842,241.248,-41.7552,20.9171,242.175,-37.8096,10.1764,240.218,-35.163,21.9421,205.203,-2.7803,12.4045,194.892,-6.98953,0
